gp_code,gp_name,block_code,block_name,zp_code,zp_name
91624,Agai,2174,Kurwar,176,Sultanpur
75735,Agaiya,1917,Mohanlalganj,153,Lucknow
89552,Agaiya,2141,Mahmudabad,174,Sitapur
266406,Aganpura,1957,Mathura,158,Mathura
84540,Agapur,2068,Milak,167,Rampur
85817,Agapur Gulariha,2085,Hainsar Bazar,169,Sant Kabeer Nagar
79807,Agarsand,1989,Narainpur,161,Mirzapur
77853,Agaryala,1952,Chaumuha,158,Mathura
87392,Agauna Bujurg,2110,Powayan,171,Shahjahanpur
267594,Agaya,2130,Shoharatgarh,173,Siddharth Nagar
88126,Agaya Khurd,2121,Birdpur,173,Siddharth Nagar
92828,Agehra,2196,Sikandarpur Sarausi,177,Unnao
87838,Aggapur,2117,Sirsiya,172,Shravasti
73958,Aggar Buzurg,1889,Phoolbehar,150,Kheri
73959,Aggar Khurd,1889,Phoolbehar,150,Kheri
77480,Aghar,1945,Jageer,157,Mainpuri
79723,Aghauli,1988,Nagar (City),161,Mirzapur
83706,Aghaura,2052,Harchandpur,166,Rae Bareli
82707,Aghiya,2034,Kunda,165,Pratapgarh
79724,Aghwar,1988,Nagar (City),161,Mirzapur
86173,Agiauna,2090,Santha,169,Sant Kabeer Nagar
72764,Agiyouna,1871,Manjhanpur,149,Kaushambi
84861,Aglaga,2071,Suar,167,Rampur
269796,Agora,1909,Mehroni,152,Lalitpur
75251,Agori,1909,Mehroni,152,Lalitpur
90316,Agori Khas,2153,Chopan,175,Sonbhadra
73960,Agra,1889,Phoolbehar,150,Kheri
45208,Agra Patti,1427,Phulpur,111,Prayagraj
87012,Agrauli,2101,Jaitipur,171,Shahjahanpur
85603,Agwan Khera,2082,Sarsawan,168,Saharanpur
79140,Agwanpur,1977,Parikshitgarh,160,Meerut
76487,Agya,1930,Mahrajganj,155,Maharajganj
76925,Agya,1936,Pharenda,155,Maharajganj
86236,Agya,2091,Semariyawan,169,Sant Kabeer Nagar
88161,Agyaa,2122,Domariyaganj,173,Siddharth Nagar
81812,Agyari,2022,Barkhera,164,Pilibhit
91755,Ahada,2176,Motigarpur,176,Sultanpur
83669,Ahal,2051,Dih,166,Rae Bareli
77516,Ahaladpur,1946,Karhal,157,Mainpuri
77460,Ahamadpur,1944,Ghiror,157,Mainpuri
78162,Ahamadpur,1959,Nohjhil,158,Mathura
81609,Ahamadpur,2019,Thana Bhawan,259727,Shamli
272217,Ahamadpur,2191,Mianganj,177,Unnao
92064,Ahamad Pur Kasimpur,2183,Auras,177,Unnao
84659,Ahamdabad,2069,Saidnagar,167,Rampur
92280,Ahamdabad Mathar,2187,Fatehpur Chaurasi,177,Unnao
92281,Ahamdabad Sen Nagar,2187,Fatehpur Chaurasi,177,Unnao
92062,Ahamdpur Faijula Nagar,2183,Auras,177,Unnao
93463,Aharak,2204,Pindra,178,Varanasi
267265,Aharbihar,2043,Sangipur,165,Pratapgarh
88359,Ahari,2124,Jogia,173,Siddharth Nagar
266852,Ahari,2082,Sarsawan,168,Saharanpur
81610,Ahata Gos Garh,2019,Thana Bhawan,259727,Shamli
89363,Ahata Kaptan,2138,Khairabad,174,Sitapur
78280,Ahemadpur Asana,1961,Badraon,159,Mau
80449,Ahemadpur Nigo Nagala,1999,Chhajlet,162,Moradabad
80228,Ahemdabad Kasora,1998,Bilari,162,Moradabad
78963,Ahera,1972,Janikhurd,160,Meerut
74944,Ahernwa,1904,Vishunpura,151,Kushi Nagar
92467,Ahesha,2190,Hilauli,177,Unnao
90166,Ahewa,2150,Sidhauli,174,Sitapur
89553,Ahibanpur,2141,Mahmudabad,174,Sitapur
82708,Ahibaranpur,2034,Kunda,165,Pratapgarh
268955,Ahibaranpur,2166,Dostpur,176,Sultanpur
272326,Ahibipur,1431,Soraon,111,Prayagraj
78682,Ahilad,1967,Pardaha,159,Mau
77353,Ahimalpur,1943,Bewar,157,Mainpuri
91163,Ahimana,2167,Dubepur,176,Sultanpur
75593,Ahindar,1915,Mal,153,Lucknow
77354,Ahinkaripur,1943,Bewar,157,Mainpuri
88162,Ahira Diha,2122,Domariyaganj,173,Siddharth Nagar
44284,Ahirai,297887,Sahson,111,Prayagraj
93302,Ahiran,2202,Harahua,178,Varanasi
269927,Ahirani Bujurg,1961,Badraon,159,Mau
72989,Ahirara,1875,Sirathu,149,Kaushambi
87978,Ahiraula,2119,Barhni,173,Siddharth Nagar
91684,Ahiraula,2175,Lambhua,176,Sultanpur
74385,Ahirauli,1896,Khadda,151,Kushi Nagar
74945,Ahirauli,1904,Vishunpura,151,Kushi Nagar
76346,Ahirauli,1928,Ghughli,155,Maharajganj
76621,Ahirauli,1932,Nautanwa,155,Maharajganj
76850,Ahirauli,1935,Partawal,155,Maharajganj
88749,Ahirauli,2129,Naugarh,173,Siddharth Nagar
93303,Ahirauli,2202,Harahua,178,Varanasi
266683,Ahirauli,1891,Dudhahi,151,Kushi Nagar
268594,Ahirauli,1937,Siswa,155,Maharajganj
270728,Ahirauli,1934,Paniyara,155,Maharajganj
271848,Ahirauli,1900,Ramkola,151,Kushi Nagar
74726,Ahirauli Dan,1901,Seorahi,151,Kushi Nagar
271633,Ahirauli Hanuman Singh,1903,Tamkuhiraj,151,Kushi Nagar
86237,Ahirauli I,2091,Semariyawan,169,Sant Kabeer Nagar
269396,Ahirauli II,2091,Semariyawan,169,Sant Kabeer Nagar
78344,Ahirauli Kharchalpur,1962,Dohri Ghat,159,Mau
74865,Ahirauli Mishra,1903,Tamkuhiraj,151,Kushi Nagar
274029,Ahirauli Padari,2120,Bhanwapur,173,Siddharth Nagar
74195,Ahirauli Rai,1893,Hata,151,Kushi Nagar
74196,Ahirauli Raja,1893,Hata,151,Kushi Nagar
271632,Ahirauli Raja,1903,Tamkuhiraj,151,Kushi Nagar
92881,Ahirawara,2197,Sumerpur,177,Unnao
90524,Ahir Burawa,2156,Myorpur,175,Sonbhadra
44515,Ahiri,1417,Handia,111,Prayagraj
90738,Ahirifiroj Pur,2159,Akhand Nagar,176,Sultanpur
81968,Ahirpura Nagla,2024,Bisalpur,164,Pilibhit
270603,Ahirupur,1963,Fatehpur Madaun,159,Mau
77738,Ahirwa,1950,Sultanganj,157,Mainpuri
81969,Ahirwara Must.,2024,Bisalpur,164,Pilibhit
87839,Ahlad Nagar,2117,Sirsiya,172,Shravasti
74866,Ahladpur,1903,Tamkuhiraj,151,Kushi Nagar
89059,Ahmadabad,2134,Biswan,174,Sitapur
73359,Ahmad Nagar,1881,Kumbhigola,150,Kheri
84825,Ahmad Nagar,2071,Suar,167,Rampur
79141,Ahmadnagar Badhla,1977,Parikshitgarh,160,Meerut
268333,Ahmadnagar Jagir,2067,Chamraon,167,Rampur
84660,Ahmad Nagar Kalan,2069,Saidnagar,167,Rampur
242772,Ahmadnagar Ta Bahadurpur,2099,Bhawal Khera,171,Shahjahanpur
84471,Ahmad Nagar Tarana,2067,Chamraon,167,Rampur
80815,Ahmadnagar Tharesa,2004,Panwasa,259726,Sambhal
77301,Ahmadpur,1942,Barnahal,157,Mainpuri
80526,Ahmadpur Annadpur,2000,Dilari,162,Moradabad
44818,Ahmadpur Asrouli Uparhar,296951,Bhagwatpur,111,Prayagraj
79142,Ahmadpuri Urf Amanpuri,1977,Parikshitgarh,160,Meerut
90167,Ahmadpur Jat,2150,Sidhauli,174,Sitapur
89810,Ahmadpur Kanja,2145,Parsendi,174,Sitapur
77355,Ahmadpur Karuamai,1943,Bewar,157,Mainpuri
85490,Ahmadpur Must,2080,Rampur Maniharan,168,Saharanpur
44819,Ahmadpur Pawan,296951,Bhagwatpur,111,Prayagraj
266673,Ahmadpur Sadat,2082,Sarsawan,168,Saharanpur
79075,Ahmadpur Urf Dandoopur,1975,Mawana Kalan,160,Meerut
92399,Ahmadpur Wade,2189,Hasanganj,177,Unnao
77983,Ahmal,1955,Govardhan,158,Mathura
79725,Ahmalpur,1988,Nagar (City),161,Mirzapur
75648,Ahmedabad Katauli,1916,Malihabad,153,Lucknow
80603,Ahmednagar Jaitwara,2001,Kundarki,162,Moradabad
268496,Ahmedpur,1930,Mahrajganj,155,Maharajganj
75354,Ahmedpur Khera,1911,Bakshi-Ka-Talab,153,Lucknow
92511,Ahra Dandiya,2191,Mianganj,177,Unnao
90412,Ahraura,2155,Ghorawal,175,Sonbhadra
80093,Ahrola Mafi,1994,Asmauli,259726,Sambhal
56164,Ahrola Nawazi,1589,Junawai,259726,Sambhal
81193,Ahrora,2010,Jansath,163,Muzaffarnagar
84374,Ahro Zadid,2066,Bilaspur,167,Rampur
79428,Ahugi Kala,1983,Hallia,161,Mirzapur
79429,Ahugi Khurd,1983,Hallia,161,Mirzapur
77854,Ahuri,1952,Chaumuha,158,Mathura
77053,Aichana,1938,Charkhari,156,Mahoba
83574,Aihar,2049,Dalmau,166,Rae Bareli
83988,Aihari Buzurg,2058,Rohania,166,Rae Bareli
269697,Ailahi,297517,Karma,175,Sonbhadra
78810,Ailakh,1969,Ratanpura,159,Mau
93137,Ailee,2200,Chiraigaon,178,Varanasi
88909,Ailiya,2132,Ailiya,174,Sitapur
90268,Ailkar,2152,Chatra,175,Sonbhadra
84325,Aima Jahanmiyan,2065,Unchahar,166,Rae Bareli
82524,Aima Jatupur,2031,Bihar,165,Pratapgarh
77517,Aimanpur,1946,Karhal,157,Mainpuri
84194,Aimapur,2062,Shivgarh,166,Rae Bareli
82459,Aimapur Bindhan,2030,Babaganj,165,Pratapgarh
82033,Aimi,2025,Lalaurikhera,164,Pilibhit
84541,Aimi,2068,Milak,167,Rampur
75781,Ain,1918,Sarojaninagar,153,Lucknow
77888,Ainch,1953,Chhata,158,Mathura
88420,Ainchni,2125,Khesraha,173,Siddharth Nagar
84542,Ainchora,2068,Milak,167,Rampur
83784,Aindhi,2054,Khiron,166,Rae Bareli
72709,Aingawa Uparhar,1870,Kaushambi,149,Kaushambi
92512,Aini Khurd,2191,Mianganj,177,Unnao
84543,Ainjan Khera,2068,Milak,167,Rampur
266885,Aintha Hussainpur,2099,Bhawal Khera,171,Shahjahanpur
242769,Ainthapur,2099,Bhawal Khera,171,Shahjahanpur
269717,Ainthapur,2109,Nigohi,171,Shahjahanpur
268782,Ainth Pur,1887,Palia,150,Kheri
82655,Ainthu,2033,Kalakankar,165,Pratapgarh
73289,Aira,1880,Isanagar,150,Kheri
92829,Airabhadiyar,2196,Sikandarpur Sarausi,177,Unnao
80094,Aitmadpur Bhatpura,1994,Asmauli,259726,Sambhal
93221,Ajagara,2201,Cholapur,178,Varanasi
93464,Ajaipur,2204,Pindra,178,Varanasi
92577,Ajaiya Khera,2192,Nawabganj,177,Unnao
73360,Ajan,1881,Kumbhigola,150,Kheri
267442,Ajan,2127,Lotan,173,Siddharth Nagar
72936,Ajarouli,1874,Sarsawan,149,Kaushambi
93220,Ajav,2201,Cholapur,178,Varanasi
268372,Ajaypur,2069,Saidnagar,167,Rampur
269190,Ajeejpur,2170,Jaisinghpur,176,Sultanpur
77481,Ajeetganj,1945,Jageer,157,Mainpuri
84472,Ajeetpur,2067,Chamraon,167,Rampur
268977,Ajeetpur Vilah,2027,Puranpur,164,Pilibhit
73602,Ajehara,1884,Mohammadi,150,Kheri
92578,Ajgain,2192,Nawabganj,177,Unnao
88164,Ajgara,2122,Domariyaganj,173,Siddharth Nagar
82781,Ajgra,2035,Lakshamanpur,165,Pratapgarh
77855,Ajhai Khurd,1952,Chaumuha,158,Mathura
297223,Ajhara,2004,Panwasa,259726,Sambhal
78877,Ajhota,1970,Daurala,160,Meerut
91625,Ajhuie,2174,Kurwar,176,Sultanpur
88854,Ajigara,2131,Uska Bazar,173,Siddharth Nagar
78128,Ajijpur,1958,Nandgaon,158,Mathura
92579,Ajij Pur,2192,Nawabganj,177,Unnao
86885,Ajijpur Talluque Rajhaua,2099,Bhawal Khera,171,Shahjahanpur
270214,Ajimnagar,2071,Suar,167,Rampur
82034,Ajit Dandi,2025,Lalaurikhera,164,Pilibhit
56165,Ajitpur,1589,Junawai,259726,Sambhal
82092,Ajitpur,2026,Marori,164,Pilibhit
83785,Ajitpur,2054,Khiron,166,Rae Bareli
90025,Ajjaipur,2148,Reusa,174,Sitapur
272225,Ajmat Gadhi,2189,Hasanganj,177,Unnao
83707,Ajmatulla Ganj,2052,Harchandpur,166,Rae Bareli
77100,Ajnar,1939,Jaitpur,156,Mahoba
75013,Ajnora,1905,Bar,152,Lalitpur
79005,Ajrara,1973,Kharkhoda,160,Meerut
73864,Ajwapur,1888,Pasgawan,150,Kheri
81253,Akaberpur Sunehti,2011,Kairana,259727,Shamli
88805,Akadanga Bhavpur,2130,Shoharatgarh,173,Siddharth Nagar
271569,Akaichanpur Barelee,2139,Laharpur,174,Sitapur
89429,Akaichanpur Faridpur,2139,Laharpur,174,Sitapur
89430,Akaichanpur Tappa,2139,Laharpur,174,Sitapur
92882,Akam Pur,2197,Sumerpur,177,Unnao
87643,Akara,2114,Gilaula,172,Shravasti
267600,Akara,2130,Shoharatgarh,173,Siddharth Nagar
87979,Akarahara,2119,Barhni,173,Siddharth Nagar
265756,Akarhandoo,1913,Gosaiganj,153,Lucknow
82317,Akaripur,2028,Aspur Deosara,165,Pratapgarh
82955,Akaripur,2038,Mandhata,165,Pratapgarh
270413,Akaripur,1431,Soraon,111,Prayagraj
81655,Akarpur Urf Fusgarh,2020,Un,259727,Shamli
77054,Akathauha,1938,Charkhari,156,Mahoba
74019,Akathi,1890,Ramia Behar,150,Kheri
92883,Akathi,2197,Sumerpur,177,Unnao
77101,Akauna,1939,Jaitpur,156,Mahoba
78546,Akauna,1965,Kopaganj,159,Mau
92223,Akbabad,2186,Bighapur,177,Unnao
77156,Akbai,1940,Kabrai,156,Mahoba
89739,Akbapur,2144,Pahala,174,Sitapur
73603,Akbarabad,1884,Mohammadi,150,Kheri
81886,Akbarabad,2023,Bilsanda,164,Pilibhit
84826,Akbarabad,2071,Suar,167,Rampur
87522,Akbarabad Urf Khairpur,2112,Tilhar,171,Shahjahanpur
89364,Akbarganj,2138,Khairabad,174,Sitapur
81970,Akbarganj Simra,2024,Bisalpur,164,Pilibhit
81139,Akbargarh,2009,Charthawal,163,Muzaffarnagar
87194,Akbari,2105,Khudaganj Katra,171,Shahjahanpur
55991,Akbarpur,1586,Gunnaur,259726,Sambhal
73112,Akbarpur,1877,Behjam,150,Kheri
74946,Akbarpur,1904,Vishunpura,151,Kushi Nagar
77856,Akbarpur,1952,Chaumuha,158,Mathura
78025,Akbarpur,1956,Mat,158,Mathura
80169,Akbarpur,1995,Bahjoi,259726,Sambhal
80371,Akbarpur,1998,Bilari,162,Moradabad
87195,Akbarpur,2105,Khudaganj Katra,171,Shahjahanpur
87715,Akbarpur,2115,Hariharpur Rani,172,Shravasti
88985,Akbarpur,2133,Behta,174,Sitapur
89431,Akbarpur,2139,Laharpur,174,Sitapur
89676,Akbarpur,2143,Misrikh,174,Sitapur
92224,Akbarpur,2186,Bighapur,177,Unnao
78729,Akbar Pur,1968,Ranipur,159,Mau
87574,Akbar Pur,2113,Ekona,172,Shravasti
265270,Akbar Pur,1915,Mal,153,Lucknow
77430,Akbarpur Aunchha,1944,Ghiror,157,Mainpuri
85539,Akbarpur Bans Must.,2081,Sadauli Qadeem,168,Saharanpur
265341,Akbarpur Beniganj,1917,Mohanlalganj,153,Lucknow
77356,Akbarpur Biku,1943,Bewar,157,Mainpuri
80450,Akbarpur Chahdauri,1999,Chhajlet,162,Moradabad
264112,Akbarpur Chakbandi,1980,Sardhana,160,Meerut
80229,Akbarpur Chiteri,1996,Baniyakhera,259726,Sambhal
92830,Akbarpur Dabauli,2196,Sikandarpur Sarausi,177,Unnao
80095,Akbarpur Gahra,1994,Asmauli,259726,Sambhal
78921,Akbarpur Garhi,1971,Hastinapur,160,Meerut
77629,Akbarpur Jhala,1948,Kuraoli,157,Mainpuri
83929,Akbarpur Kachhwah,2057,Rahi,166,Rae Bareli
89365,Akbarpur Khurd,2138,Khairabad,174,Sitapur
44820,Akbarpur Mirzapur,296951,Bhagwatpur,111,Prayagraj
90168,Akbarpur Rewan,2150,Sidhauli,174,Sitapur
79076,Akbarpur Sadat,1975,Mawana Kalan,160,Meerut
44821,Akbarpur Sallahpur,296951,Bhagwatpur,111,Prayagraj
270401,Akbarpur Saraideena,1425,Mauaima,111,Prayagraj
80451,Akbarpur Sihali,1999,Chhajlet,162,Moradabad
271424,Akbarpur Unai,2150,Sidhauli,174,Sitapur
44822,Akbarpur Urf Gangaganj,1422,Kaurihar,111,Prayagraj
44933,Akbar Shahpur,1423,Koraon,111,Prayagraj
80527,Akberpur,2000,Dilari,162,Moradabad
92513,Akberpur,2191,Mianganj,177,Unnao
45209,Akdala,297887,Sahson,111,Prayagraj
75355,Akdariyakala,1911,Bakshi-Ka-Talab,153,Lucknow
88421,Akdengwa,2125,Khesraha,173,Siddharth Nagar
88594,Akdengwa,2127,Lotan,173,Siddharth Nagar
273850,Akdengwa,2118,Bansi,173,Siddharth Nagar
91550,Akhalkiri Karwat,2173,Kurebhar,176,Sultanpur
93383,Akhari,2203,Kashi Vidyapeeth,178,Varanasi
271500,Akhari,2147,Rampur Mathura,174,Sitapur
45146,Akhari Shahpur,1426,Meja,111,Prayagraj
271436,Akhatyarpur,2136,Hargaon,174,Sitapur
83786,Akhaupur,2054,Khiron,166,Rae Bareli
80096,Akhbandpur,1994,Asmauli,259726,Sambhal
82709,Akhitayari Kotila,2034,Kunda,165,Pratapgarh
81140,Akhlor,2009,Charthawal,163,Muzaffarnagar
86953,Akhtayarpur Baghaura,2100,Dadrol,171,Shahjahanpur
86954,Akhtiyar Nagar Urf Eknaura,2100,Dadrol,171,Shahjahanpur
78878,Akhtyarpur,1970,Daurala,160,Meerut
80816,Akhtyarpur Chobay,2004,Panwasa,259726,Sambhal
86816,Akhtyarpur Dhaukal,2098,Banda,171,Shahjahanpur
80895,Akhtyarpur Dilpur,2005,Sambhal,259726,Sambhal
242951,Akhtyarpur Miyapur,2111,Sindhauli,171,Shahjahanpur
297240,Akhtyarpur Taga,2005,Sambhal,259726,Sambhal
80696,Akka Bhikanpur Mustahkam,2002,Moradabad,162,Moradabad
80744,Akka Panday Bhojpur,2003,Munda Pandey,162,Moradabad
44772,Akodha,1421,Kaudhiyara,111,Prayagraj
93060,Akodha,2199,Baragaon,178,Varanasi
44584,Akodhi,1418,Holagarh,111,Prayagraj
79338,Akodhi,1982,Chhanvey,161,Mirzapur
269279,Akodhi,2173,Kurebhar,176,Sultanpur
92468,Akohari,2190,Hilauli,177,Unnao
89881,Akohra,2146,Pisawan,174,Sitapur
90169,Akohra,2150,Sidhauli,174,Sitapur
83787,Akohriya,2054,Khiron,166,Rae Bareli
89366,Akoiya,2138,Khairabad,174,Sitapur
88422,Akolhi,2125,Khesraha,173,Siddharth Nagar
78486,Akolhi Mubarakpur,1964,Ghosi,159,Mau
88503,Akolhiya,2126,Khuniyaon,173,Siddharth Nagar
273876,Akoliha,2118,Bansi,173,Siddharth Nagar
84544,Akonda,2068,Milak,167,Rampur
83788,Akoni,2054,Khiron,166,Rae Bareli
45561,Akora,1432,Uruwan,111,Prayagraj
77803,Akos Bangar,1951,Baldeo,158,Mathura
80230,Akrauli,1996,Baniyakhera,259726,Sambhal
86955,Akrra Rasoolpur,2100,Dadrol,171,Shahjahanpur
88643,Aksaramafi,2128,Mithwal,173,Siddharth Nagar
79894,Aksauli,1990,Pahari,161,Mirzapur
90026,Aksoha,2148,Reusa,174,Sitapur
90739,Alaauddinpur,2159,Akhand Nagar,176,Sultanpur
90170,Aladadpur,2150,Sidhauli,174,Sitapur
