elex_district,elex_samiti,lgd_district,lgd_block_name,lgd_block_code,match_type
barmer,SIWANA,Barmer,Siwana,1193,exact
bharatpur,BAYANA,Bharatpur,Bayana,1194,exact
bharatpur,BHUSAWAR,Bharatpur,Bhusawar,295301,new_block
bharatpur,DEEG,Bharatpur,Deeg,1195,exact
bharatpur,KAMAN,Bharatpur,Kaman,1196,exact
bharatpur,KUMHER,Bharatpur,Kumher,1197,exact
bharatpur,NADBAI,Bharatpur,Nadbai,1198,exact
bharatpur,NAGAR,Bharatpur,Nagar Pahari,1199,alt_name
bharatpur,P AHADI,Bharatpur,Pahari,262581,ocr_space
bharatpur,PAHADI,Bharatpur,Pahari,262581,new_block
bharatpur,ROOPWAS,Bharatpur,Rupbas,1200,spelling
bharatpur,RUPBAS,Bharatpur,Rupbas,1200,exact
bharatpur,SEW AR,Bharatpur,Sewar,1201,ocr_space
bharatpur,SEWAR,Bharatpur,Sewar,1201,exact
bharatpur,UCHHAIN,Bharatpur,Uchain,295303,spelling
bharatpur,VAIR,Bharatpur,Weir,1202,spelling
bharatpur,WEIR,Bharatpur,Weir,1202,exact
bhilwara,ASIND,Bhilwara,Asind,1203,exact
bhilwara,BADNOR,Bhilwara,Badnor,295444,new_block
bhilwara,BANERA,Bhilwara,Banera,1204,exact
bhilwara,BIJAULIYA,Bhilwara,Bijoliya,262081,spelling
bhilwara,HURDA,Bhilwara,Hurda,1205,exact
bhilwara,HURDA MANDAL,Bhilwara,Hurda,1205,spelling
bhilwara,HURDAMANDAL,Bhilwara,Hurda,1205,spelling
bhilwara,JAHAZPUR,Bhilwara,Jahazpur,1206,exact
bhilwara,KAREDA,Bhilwara,Kareda,295453,new_block
bhilwara,KOTRI,Bhilwara,Kotri,1207,exact
bhilwara,MANDAL,Bhilwara,Mandal,1208,exact
bhilwara,MANDALGARH,Bhilwara,Mandalgarh,1209,exact
bhilwara,P AHADI,Bhilwara,Mandalgarh,1209,spelling
bhilwara,RAIPUR,Bhilwara,Raipur,1210,exact
bhilwara,SAHADA,Bhilwara,Sahara,1211,spelling
bhilwara,SAHARA,Bhilwara,Sahara,1211,exact
bhilwara,SHAHPURA,Bhilwara,Shahpura,1212,exact
bhilwara,SUWANA,Bhilwara,Suwana,1213,exact
bikaner,BAJJU (BAJJU KHALSA),Bikaner,Bajju Khalsa,295166,new_block
bikaner,BIKANER,Bikaner,Bikaner,1214,exact
bikaner,DUNGARGARH,Bikaner,Sri Dungargarh,1218,spelling
bikaner,KHAJUW ALA,Bikaner,Khajuwala,6898,ocr_space
bikaner,KHAJUWALA,Bikaner,Khajuwala,6898,new_block
bikaner,KOLAYAT,Bikaner,Kolayat,1215,exact
bikaner,LOONKARANSAR,Bikaner,Lunkaransar,1216,spelling
bikaner,LUNKARANSAR,Bikaner,Lunkaransar,1216,exact
bikaner,NOKHA,Bikaner,Nokha,1217,exact
bikaner,P ANCHU,Bikaner,Panchoo,262410,ocr_space
bikaner,PANCHU,Bikaner,Panchoo,262410,new_block
bikaner,PUGAL,Bikaner,Poogal,295168,spelling
bundi,BUNDI,Bundi,Bundi,257862,exact
bundi,HINDOLI,Bundi,Hindoli,1219,exact
bundi,K. PATAN,Bundi,Keshoraipatan,1220,spelling
bundi,K.PATAN,Bundi,Keshoraipatan,1220,spelling
bundi,KESHORAI PATAN,Bundi,Keshoraipatan,1220,spelling
bundi,KESHORAIPATAN,Bundi,Keshoraipatan,1220,exact
bundi,NAINW A,Bundi,Nainwa,1221,ocr_space
bundi,NAINWA,Bundi,Nainwa,1221,exact
bundi,T ALERA,Bundi,Talera,1222,ocr_space
bundi,TALERA,Bundi,Talera,1222,exact
chittorgarh,ARNOD,Chittorgarh,Arnod,1223,exact
chittorgarh,BADI SADRI,Chittorgarh,Bari Sadri,1224,spelling
chittorgarh,BARISADRI,Chittorgarh,Bari Sadri,1224,exact
chittorgarh,BEGUN,Chittorgarh,Begun,1225,exact
chittorgarh,BHADESAR,Chittorgarh,Bhadesar,1226,exact
chittorgarh,BHENSRODGARH,Chittorgarh,Bhainsrorgarh,1227,spelling
chittorgarh,BHAINSRORGARH,Chittorgarh,Bhainsrorgarh,1227,exact
chittorgarh,BHOP ALSAGAR,Chittorgarh,Bhopalsagar,1228,ocr_space
chittorgarh,BHOPALSAGAR,Chittorgarh,Bhopalsagar,1228,exact
chittorgarh,BHUPAL SAGAR,Chittorgarh,Bhopalsagar,1228,spelling
chittorgarh,CHHITORGARH,Chittorgarh,Chittorgarh,1230,spelling
chittorgarh,CHHOTISADRI,Chittorgarh,Chhoti Sadri,1229,spelling
chittorgarh,CHHOTI SADARI,Chittorgarh,Chhoti Sadri,1229,spelling
chittorgarh,CHOTI SADRI,Chittorgarh,Chhoti Sadri,1229,spelling
chittorgarh,CHITTORGARH,Chittorgarh,Chittorgarh,1230,exact
chittorgarh,DOONGL A,Chittorgarh,Dungla,1231,ocr_space
chittorgarh,DOONGLA,Chittorgarh,Dungla,1231,spelling
chittorgarh,DUNGL A,Chittorgarh,Dungla,1231,ocr_space
chittorgarh,DUNGLA,Chittorgarh,Dungla,1231,exact
chittorgarh,GANGRAR,Chittorgarh,Gangrar,1232,exact
chittorgarh,KAP ASAN,Chittorgarh,Kapasan,1233,ocr_space
chittorgarh,KAPASAN,Chittorgarh,Kapasan,1233,exact
chittorgarh,NIMBAHERA,Chittorgarh,Nimbahera,1234,exact
chittorgarh,PRATAPGARH,Chittorgarh,Pratapgarh,1235,exact
chittorgarh,RASHMI,Chittorgarh,Rashmi,1236,exact
churu,BIDASAR,Churu,Bidasar,262145,new_block
churu,CHURU,Churu,Churu,1237,exact
churu,RAJGARH,Churu,Rajgarh,1238,exact
churu,RATANGARH,Churu,Ratangarh,1239,exact
churu,SARDAR SHAHAR,Churu,Sardarshahar,1240,spelling
churu,SARDARSHAHAR,Churu,Sardarshahar,1240,exact
churu,SUJANGARH,Churu,Sujangarh,1241,exact
churu,T ARANAGAR,Churu,Taranagar,1242,ocr_space
churu,TARANAGAR,Churu,Taranagar,1242,exact
dausa,BAIJUPADA,Dausa,Baijupada,295151,new_block
dausa,BANDIKUI,Dausa,Bandikui,1243,exact
dausa,BASWA,Dausa,Baswa,295152,new_block
dausa,DAUSA,Dausa,Dausa,1244,exact
dausa,LALSOT,Dausa,Lalsot,1245,exact
dausa,LAWAN,Dausa,Lawan,262601,new_block
dausa,MAHUW A,Dausa,Mahwa,1246,ocr_space
dausa,MAHUWA,Dausa,Mahwa,1246,spelling
dausa,MAHWA,Dausa,Mahwa,1246,exact
dausa,NANGAL RAJAWATAN,Dausa,Nangal Rajawatan,295150,new_block
dausa,NANGALRAJAWATAN,Dausa,Nangal Rajawatan,295150,new_block
dausa,RAMGARH PACHWARA,Dausa,Ramgarh Pachwara,295066,new_block
dausa,RAMGARHPACHWARA,Dausa,Ramgarh Pachwara,295066,new_block
dausa,SIKANDRA,Dausa,Sikandara,295153,spelling
dausa,SIKRAI,Dausa,Sikrai,1247,exact
dholpur,BARI,Dholpur,Bari,1248,exact
dholpur,BASERI,Dholpur,Baseri,1249,exact
dholpur,DHOLPUR,Dholpur,Dhaulpur,1250,spelling
dholpur,RAJAKHERA,Dholpur,Rajakhera,1251,exact
dholpur,SAIP AU,Dholpur,Saipau,262816,ocr_space
dholpur,SAIPAU,Dholpur,Saipau,262816,new_block
dholpur,SARMATHURA,Dholpur,Saramathura,295306,spelling
dungarpur,ASPUR,Dungarpur,Aspur,1252,exact
dungarpur,BICHHIW ARA,Dungarpur,Bichiwara,1253,ocr_space
dungarpur,BICHHIWARA,Dungarpur,Bichiwara,1253,spelling
dungarpur,BICHCHIWARA,Dungarpur,Bichiwara,1253,spelling
dungarpur,BICHIW ARA,Dungarpur,Bichiwara,1253,ocr_space
dungarpur,BICHIWARA,Dungarpur,Bichiwara,1253,exact
dungarpur,CHIKHALI,Dungarpur,Chikhali,262113,new_block
dungarpur,DOVADA,Dungarpur,Dovada,262207,new_block
dungarpur,DUNGARPUR,Dungarpur,Dungarpur,1254,exact
dungarpur,DUNGERPUR,Dungarpur,Dungarpur,1254,spelling
dungarpur,GALIYA KOT,Dungarpur,Galiyakoat,262105,spelling
dungarpur,GALIYAKOT,Dungarpur,Galiyakoat,262105,new_block
dungarpur,JOTHALI,Dungarpur,Jothari,262679,spelling
dungarpur,SABLA,Dungarpur,Sabla,262099,new_block
dungarpur,SAGW ARA,Dungarpur,Sagwara,1255,ocr_space
dungarpur,SAGWARA,Dungarpur,Sagwara,1255,exact
dungarpur,SIMALWARA,Dungarpur,Simalwara,1256,exact
ganganagar,ANUPGARH,Ganganagar,Anupgarh,1257,exact
ganganagar,ANOOPGARH,Ganganagar,Anupgarh,1257,spelling
ganganagar,GANGANAGAR,Ganganagar,Ganganagar,1258,exact
ganganagar,GHADSANA,Ganganagar,Gharsana,6902,spelling
ganganagar,KARANPUR,Ganganagar,Karanpur,1259,exact
ganganagar,P ADAMPUR,Ganganagar,Padampur,1260,ocr_space
ganganagar,PADAMPUR,Ganganagar,Padampur,1260,exact
ganganagar,RAISNGHNAGAR,Ganganagar,Raisinghnagar,1261,spelling
ganganagar,RAISINGHNAGAR,Ganganagar,Raisinghnagar,1261,exact
ganganagar,SADULSAHAR,Ganganagar,Sadulshahar,1262,spelling
ganganagar,SADULSHAHAR,Ganganagar,Sadulshahar,1262,exact
ganganagar,SHRI VIJAYNAGAR,Ganganagar,Vijainagar,262741,spelling
ganganagar,SHRIVIJAYNAGAR,Ganganagar,Vijainagar,262741,new_block
ganganagar,SRI GANGANAGAR,Ganganagar,Ganganagar,1258,spelling
ganganagar,SRIGANGANAGAR,Ganganagar,Ganganagar,1258,spelling
ganganagar,SURA TGARH,Ganganagar,Suratgarh,1263,ocr_space
ganganagar,SURATGARH,Ganganagar,Suratgarh,1263,exact
hanumangarh,BHADRA,Hanumangarh,Bhadra,1264,exact
hanumangarh,H BHADRA,Hanumangarh,Bhadra,1264,ocr_space
hanumangarh,H HANUMANGARH,Hanumangarh,Hanumangarh,1265,ocr_space
hanumangarh,HANUMANGARH,Hanumangarh,Hanumangarh,1265,exact
hanumangarh,H NOHAR,Hanumangarh,Nohar,1266,ocr_space
hanumangarh,NOHAR,Hanumangarh,Nohar,1266,exact
hanumangarh,H PILIBANGA,Hanumangarh,Pilibanga,6842,ocr_space
hanumangarh,PILIBANGA,Hanumangarh,Pilibanga,6842,new_block
hanumangarh,H RAWATSAR,Hanumangarh,Rawatsar,6845,ocr_space
hanumangarh,RAWATSAR,Hanumangarh,Rawatsar,6845,new_block
hanumangarh,H SANGARIYA,Hanumangarh,Sangaria,6843,ocr_space
hanumangarh,SANGARIYA,Hanumangarh,Sangaria,6843,spelling
hanumangarh,H TIBBI,Hanumangarh,Tibbi,6844,ocr_space
hanumangarh,TIBI,Hanumangarh,Tibbi,6844,spelling
hanumangarh,TIBBI,Hanumangarh,Tibbi,6844,new_block
jaipur,AMER,Jaipur,Amber,1267,alt_name
jaipur,AMBER,Jaipur,Amber,1267,exact
jaipur,AANDHII,Jaipur,Andhi,295307,spelling
jaipur,AANDHI,Jaipur,Andhi,295307,spelling
jaipur,BASSI,Jaipur,Bassi,1268,exact
jaipur,CHAKSU,Jaipur,Chaksu,1269,exact
jaipur,DUDU,Jaipur,Dudu,1270,exact
jaipur,GOVINDGARH,Jaipur,Govindgarh,1271,exact
jaipur,JALASU,Jaipur,Jalsu,262103,spelling
jaipur,JALSU,Jaipur,Jalsu,262103,new_block
jaipur,JAMW ARAMGARH,Jaipur,Jamwa Ramgarh,1272,ocr_space
jaipur,JAMWA RAMGARH,Jaipur,Jamwa Ramgarh,1272,exact
jaipur,JAMWARAMGARH,Jaipur,Jamwa Ramgarh,1272,spelling
jaipur,JHOTW ARA,Jaipur,Jhotwara,1273,ocr_space
jaipur,JHOTWARA,Jaipur,Jhotwara,1273,exact
jaipur,JOBNER,Jaipur,Jobner,295302,new_block
jaipur,KISHANGARH RENWAL,Jaipur,Kishangarh Renwal,295304,new_block
jaipur,KISHANGARHRENWAL,Jaipur,Kishangarh Renwal,295304,new_block
jaipur,KOTKHAWADA,Jaipur,Kotkhawada,295415,new_block
jaipur,KOTPUTLI,Jaipur,Kotputli,1274,exact
jaipur,MADHORAJPUR,Jaipur,Madhorajpura,295308,spelling
jaipur,MOZAMABAD,Jaipur,Mauzamabad,295299,spelling
jaipur,PAWATA,Jaipur,Paota,262104,spelling
jaipur,PHAGI,Jaipur,Phagi,1275,exact
jaipur,SAHAPURA,Jaipur,Shahpura,1278,spelling
jaipur,SAMBHAR,Jaipur,Sambhar,1276,exact
jaipur,SAMBHER,Jaipur,Sambhar,1276,spelling
jaipur,SAMBHARLAKE,Jaipur,Sambhar,1276,spelling
jaipur,SANGANER,Jaipur,Sanganer,1277,exact
jaipur,SHAHPURA,Jaipur,Shahpura,1278,exact
jaipur,TUNGA,Jaipur,Tunga,295305,new_block
jaipur,VIRA TNAGAR,Jaipur,Viratnagar,1279,ocr_space
jaipur,VIRATNAGAR,Jaipur,Viratnagar,1279,exact
jaisalmer,BHANIYANA,Jaisalmer,Bhaniyana,295290,new_block
jaisalmer,FATEHGARH,Jaisalmer,Fathegarh,295289,spelling
jaisalmer,JAISALMER,Jaisalmer,Jaisalmer,1280,exact
jaisalmer,MOHANGARH,Jaisalmer,Mohangarh,295287,new_block
jaisalmer,NACHNA,Jaisalmer,Nachana,295288,spelling
jaisalmer,SAM,Jaisalmer,Sam,1281,exact
jaisalmer,SANKDA,Jaisalmer,Sankra,1282,spelling
jaisalmer,SANKARA,Jaisalmer,Sankra,1282,spelling
jaisalmer,SANKRA,Jaisalmer,Sankra,1282,exact
jalore,AHORE,Jalore,Ahore,1283,exact
jalore,BAGODA,Jalore,Bagoda,295292,new_block
jalore,BHEENMAL,Jalore,Bhinmal,1284,spelling
jalore,BHINMAL,Jalore,Bhinmal,1284,exact
jalore,CHITALWANA,Jalore,Chitalwana,6907,new_block
jalore,JALORE,Jalore,Jalore,1285,exact
jalore,JASW ANTPURA,Jalore,Jaswantpura,1286,ocr_space
jalore,JASWANTPURA,Jalore,Jaswantpura,1286,exact
jalore,RANIW ARA,Jalore,Raniwara,1287,ocr_space
jalore,RANIWARA,Jalore,Raniwara,1287,exact
jalore,SANCHORE,Jalore,Sanchore,1288,exact
jalore,SARNAU,Jalore,Sarnau,295294,new_block
jalore,SAYALA,Jalore,Sayla,1289,spelling
jalore,SAYLA,Jalore,Sayla,1289,exact
jhalawar,AKALERA,Jhalawar,Aklera,262180,spelling
jhalawar,AKLERA,Jhalawar,Aklera,262180,new_block
jhalawar,BAKANI,Jhalawar,Bakani,1290,exact
jhalawar,BHAVANI MANDI,Jhalawar,Bhawani Mandi,262161,spelling
jhalawar,BHAVANIMANDI,Jhalawar,Bhawani Mandi,262161,new_block
jhalawar,DAG,Jhalawar,Dag,1291,exact
jhalawar,DUG,Jhalawar,Dag,1291,spelling
jhalawar,JHALRAP A T AN,Jhalawar,Jhalrapatan,1292,ocr_space
jhalawar,JHALRAPATAN,Jhalawar,Jhalrapatan,1292,exact
jhalawar,KHANPUR,Jhalawar,Khanpur,1293,exact
jhalawar,MANOHAR THANA,Jhalawar,Manoharthana,1294,spelling
jhalawar,MANOHARTHANA,Jhalawar,Manoharthana,1294,exact
jhalawar,PIDAWA,Jhalawar,Pirawa (Sunel),1295,spelling
jhalawar,PIRAWA,Jhalawar,Pirawa (Sunel),1295,exact
jhunjhunu,ALSISAR,Jhunjhunu,Alsisar,1296,exact
jhunjhunu,BUHANA,Jhunjhunu,Buhana,1297,exact
jhunjhunu,CHIRAWA,Jhunjhunu,Chirawa,1298,exact
jhunjhunu,JHUNJHUNU,Jhunjhunu,Jhunjhunu,1299,exact
jhunjhunu,KHETRI,Jhunjhunu,Khetri,1300,exact
jhunjhunu,MANDAWA,Jhunjhunu,Mandawa,295393,new_block
jhunjhunu,NAW ALGARH,Jhunjhunu,Nawalgarh,1301,ocr_space
jhunjhunu,NAWALGARH,Jhunjhunu,Nawalgarh,1301,exact
jhunjhunu,PILANI,Jhunjhunu,Pilani,295394,new_block
jhunjhunu,SINGHANA,Jhunjhunu,Singhana,295392,new_block
jhunjhunu,SURAJGARH,Jhunjhunu,Surajgarh,1302,exact
jhunjhunu,UDAIPURWATI,Jhunjhunu,Udaipurwati,1303,exact
jodhpur,AAU,Jodhpur,Aau,295387,new_block
jodhpur,BALESAR,Jodhpur,Balesar,1304,exact
jodhpur,BAP,Jodhpur,Bap,1305,exact
jodhpur,BAPINI,Jodhpur,Bapini,262760,new_block
jodhpur,BAWARI,Jodhpur,Bawadi,6901,spelling
jodhpur,BHOP ALGARH,Jodhpur,Bhopalgarh,1306,ocr_space
jodhpur,BHOPALGARH,Jodhpur,Bhopalgarh,1306,exact
jodhpur,BILARA,Jodhpur,Bilara,1307,exact
jodhpur,CHAMU,Jodhpur,Chamu,295379,new_block
jodhpur,DECHU,Jodhpur,Dechu,262719,new_block
jodhpur,DHAVA,Jodhpur,Dhawa,295376,spelling
jodhpur,GHANTIYALI,Jodhpur,Ghantiyali,295378,new_block
jodhpur,KERU,Jodhpur,Keru,295381,new_block
jodhpur,LOHAWAT,Jodhpur,Lohawat,262762,new_block
jodhpur,LUNI,Jodhpur,Luni,1308,exact
jodhpur,MANDOR,Jodhpur,Mandor,1309,exact
jodhpur,MANDORE,Jodhpur,Mandor,1309,spelling
jodhpur,OSIAN,Jodhpur,Osian,1310,exact
jodhpur,OSIYAN,Jodhpur,Osian,1310,spelling
jodhpur,PHALODI,Jodhpur,Phalodi,1311,exact
jodhpur,PIPAR SAHAR,Jodhpur,Peepad Sahar,262755,spelling
jodhpur,PIPAR SHAHAR,Jodhpur,Peepad Sahar,262755,spelling
jodhpur,PIPARSHAHAR,Jodhpur,Peepad Sahar,262755,new_block
jodhpur,SEKHALA,Jodhpur,Sekhala,262801,new_block
jodhpur,SHERGARH,Jodhpur,Shergarh,1312,exact
jodhpur,TINW ARI,Jodhpur,Tinwari,262759,ocr_space
jodhpur,TINWARI,Jodhpur,Tinwari,262759,new_block
karauli,HINDAUN,Karauli,Hindaun,1313,exact
karauli,KARAULI,Karauli,Karauli,1314,exact
karauli,KAURALI,Karauli,Karauli,1314,spelling
karauli,MANDRAYAL,Karauli,Mandrayal,262184,new_block
karauli,MASALPUR,Karauli,Masalpur,295309,new_block
karauli,NADOTI,Karauli,Nadauti,1315,spelling
karauli,SAPOTRA,Karauli,Sapotra,1316,exact
karauli,SHRIMHAVEERJI,Karauli,Shri Mahaveer Ji,295250,new_block
karauli,TODABHIM,Karauli,Todabhim,1317,exact
kota,ITAWA,Kota,Itawa,1318,exact
kota,KHERABAD,Kota,Khairabad,1319,spelling
kota,KHAIRABAD,Kota,Khairabad,1319,exact
kota,LADPURA,Kota,Ladpura,1320,exact
kota,SANGOD,Kota,Sangod,1321,exact
kota,SULTANPUR,Kota,Sultanpur,1322,exact
nagaur,BHAIRUNDA,Nagaur,Bherunda,295486,spelling
nagaur,DEEDW ANA,Nagaur,Didwana,1324,ocr_space
nagaur,DEEDWANA,Nagaur,Didwana,1324,spelling
nagaur,DEGANA,Nagaur,Degana,1323,exact
nagaur,DIDW ANA,Nagaur,Didwana,1324,ocr_space
nagaur,DIDWANA,Nagaur,Didwana,1324,exact
nagaur,JAYAL,Nagaur,Jayal,1325,exact
nagaur,KHINW ASAR,Nagaur,Khinvsar,262085,ocr_space
nagaur,KHINWASAR,Nagaur,Khinvsar,262085,spelling
nagaur,KUCHAMAN,Nagaur,Kuchaman City,1326,spelling
nagaur,KUCHAMANCITY,Nagaur,Kuchaman City,1326,exact
nagaur,LADNU,Nagaur,Ladnu,1327,exact
nagaur,LADNUN,Nagaur,Ladnu,1327,spelling
nagaur,MAKRANA,Nagaur,Makrana,1328,exact
nagaur,MERTA,Nagaur,Merta,1329,exact
nagaur,MOULASAR,Nagaur,Molasar,262369,spelling
nagaur,MUNDAWA,Nagaur,Mundwa,1330,spelling
nagaur,MUNDW A,Nagaur,Mundwa,1330,ocr_space
nagaur,MUNDWA,Nagaur,Mundwa,1330,exact
nagaur,NAGAUR,Nagaur,Nagaur,1331,exact
nagaur,NAVAN,Nagaur,Nawa,262096,spelling
nagaur,PARBATSAR,Nagaur,Parbatsar,1332,exact
nagaur,RIYAN,Nagaur,Riyan Badi,1333,spelling
pali,BALI,Pali,Bali,1334,exact
pali,DESURI,Pali,Desuri,1335,exact
pali,JAIT ARAN,Pali,Jaitaran,1336,ocr_space
pali,JAITARAN,Pali,Jaitaran,1336,exact
pali,KHARCHI (M.JUNC),Pali,Kharchi(Mar.Jun),1337,spelling
pali,MARWAR Jn.,Pali,Kharchi(Mar.Jun),1337,alt_name
pali,MARWAR JN.,Pali,Kharchi(Mar.Jun),1337,alt_name
pali,MARWAR JUN,Pali,Kharchi(Mar.Jun),1337,alt_name
pali,MARWARJUNCTION,Pali,Kharchi(Mar.Jun),1337,alt_name
pali,P ALI,Pali,Pali,1338,ocr_space
pali,PALI,Pali,Pali,1338,exact
pali,RAIPUR,Pali,Raipur,1339,exact
pali,RANI,Pali,Rani Station,1340,spelling
pali,RANI STATION,Pali,Rani Station,1340,exact
pali,ROHAT,Pali,Rohat,1341,exact
pali,SOJAT,Pali,Sojat,1342,exact
pali,SOJAT CITY,Pali,Sojat,1342,spelling
pali,SUMERPUR,Pali,Sumerpur,1343,exact
pratapgarh,ARNOD,Pratapgarh,Arnod,1223,exact
pratapgarh,CHHOTISADRI,Pratapgarh,Chhoti Sadri,1229,spelling
