district_name_eng_2010,block_name_eng_2010,gp_name_eng_2010,lgd_block_code,lgd_block_name
Gautam Buddha Nagar,Visarkh,Ghaderi Chaukhandi,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Gizhaud,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Mamura,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Sharafabad,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Sorkha Jahidabad,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Surajpur,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Lakhanawali,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Gulistanpur,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,ThapKheda,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Tilpata Karnwas,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Khairpur Gurjar,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Kheda Chauganpur,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Habibpur,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Haraula Makanpur,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Chhalera Bagar,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Nithari,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Morna,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Chhaparaula,1707,Bisrakh
Gautam Buddha Nagar,Visarkh,Nagla Charandas,1707,Bisrakh
Gautam Buddha Nagar,Dadri,Rasulpur Dasna,1708,Dadri
Gautam Buddha Nagar,Dadri,Patdi,1708,Dadri
Gautam Buddha Nagar,Dadri,Salarpur Kala,1708,Dadri
Gautam Buddha Nagar,Dadri,Bambavad,1708,Dadri
Gautam Buddha Nagar,Dadri,Mahavad,1708,Dadri
Gautam Buddha Nagar,Dadri,Ku di K heda,1708,Dadri
Gautam Buddha Nagar,Dadri,Aakilpoor Jaageer,1708,Dadri
Gautam Buddha Nagar,Dadri,Roopawas,1708,Dadri
Gautam Buddha Nagar,Dadri,Jan Samana,1708,Dadri
Gautam Buddha Nagar,Dadri,Visahada,1708,Dadri
Gautam Buddha Nagar,Dadri,Pyawali Tajpur,1708,Dadri
Gautam Buddha Nagar,Dadri,Jaitwarpur,1708,Dadri
Gautam Buddha Nagar,Dadri,Palla,1708,Dadri
Gautam Buddha Nagar,Dadri,Girrajpur Khadera,1708,Dadri
Gautam Buddha Nagar,Dadri,Ghodi Bachheda,1708,Dadri
Gautam Buddha Nagar,Dadri,Junpat,1708,Dadri
Gautam Buddha Nagar,Dadri,Birodi Chakra Sainpur,1708,Dadri
Gautam Buddha Nagar,Dadri,Bodaki Chamarwali,1708,Dadri
Gautam Buddha Nagar,Dadri,Rithausi,1708,Dadri
Gautam Buddha Nagar,Dadri,Rampur Fatehpur,1708,Dadri
Gautam Buddha Nagar,Dadri,Rampur Bager,1708,Dadri
Gautam Buddha Nagar,Dadri,Tatarpur Sidippur,1708,Dadri
Gautam Buddha Nagar,Dadri,Sidipur Chauna,1708,Dadri
Gautam Buddha Nagar,Jewar,Karoli Bangar,1710,Jewar
Gautam Buddha Nagar,Jewar,Siroli Bager,1710,Jewar
Gautam Buddha Nagar,Jewar,Tirathali,1710,Jewar
Gautam Buddha Nagar,Jewar,Falaida Wanger,1710,Jewar
Gautam Buddha Nagar,Jewar,Kurai,1710,Jewar
Gautam Buddha Nagar,Jewar,Thora,1710,Jewar
Gautam Buddha Nagar,Jewar,Dayora,1710,Jewar
Gautam Buddha Nagar,Jewar,Neemka,1710,Jewar
Gautam Buddha Nagar,Jewar,Khwazpur,1710,Jewar
Gautam Buddha Nagar,Jewar,Lauдона,1710,Jewar
Gautam Buddha Nagar,Jewar,Takiipur,1710,Jewar
Gautam Buddha Nagar,Jewar,Mauhammaadaabaad Khedda,1710,Jewar
Gautam Buddha Nagar,Jewar,Bhaipur Brahamnan,1710,Jewar
Gautam Buddha Nagar,Jewar,Dudheda,1710,Jewar
Gautam Buddha Nagar,Jewar,Virmpur,1710,Jewar
Gautam Buddha Nagar,Jewar,Mudrah,1710,Jewar
Gautam Buddha Nagar,Jewar,Rohi,1710,Jewar
Gautam Buddha Nagar,Jewar,Chakveerampur,1710,Jewar
Gautam Buddha Nagar,Jewar,Sabauta Mustafaabad,1710,Jewar
Gautam Buddha Nagar,Jewar,Kishorpur,1710,Jewar
Gautam Buddha Nagar,Jewar,Banwariwas,1710,Jewar
Gautam Buddha Nagar,Jewar,Ramner,1710,Jewar
Gautam Buddha Nagar,Jewar,Bhunnattga,1710,Jewar
Gautam Buddha Nagar,Jewar,Muradgarhi,1710,Jewar
Gautam Buddha Nagar,Dankaur,Bhatta,1708,Dadri
Gautam Buddha Nagar,Dankaur,Chachula,1708,Dadri
Bulandshahr,Lakhauti,Bhawsi,1609,Lakhaothi
Bulandshahr,Lakhauti,Jitaka,1609,Lakhaothi
Bulandshahr,Pahasu,Nagalia Sidhgadhi,1610,Pahasu
Bulandshahr,Pahasu,Dhorau Sidhpur,1610,Pahasu
Bulandshahr,Anupshahr,Ahmedgadh alias Tauli,1600,Anupshahr
Bulandshahr,Dibai,Vazhauda,1605,Dibai
Bulandshahr,Dibai,Vilaunaruup,1605,Dibai
Bulandshahr,Dibai,Bhairiya Haridwarpur Bangar,1605,Dibai
Bulandshahr,Khujra,I.o.wa.o. Seekra,1608,Khurja
Bulandshahr,Khujra,i ju urf Mauzpur,1608,Khurja
Bulandshahr,Khujra,Dinol,1608,Khurja
Bulandshahr,Sikandrabad,Babaiya Biswana,1612,Sikandrabad
Bulandshahr,Sikandrabad,Talibpur Urf Kanakpur,1612,Sikandrabad
Bulandshahr,Unchagaon,Mou.pur Barbala,1614,Unchagaon
Bulandshahr,Unchagaon,Kapsai Mahmoodpur,1614,Unchagaon
Bulandshahr,Unchagaon,Or Bad Taharpur,1614,Unchagaon
Bulandshahr,Jahangirabad,Shyaurampur,1607,Jahangirabad
Bulandshahr,Danpur,Indore Kheda,1604,Danpur
Bulandshahr,Bulandshahr,Neemkheda,1603,Bulandshahr
Bulandshahr,Gulawati,Rithowri Akbarpur,1606,Gulaothi
Bulandshahr,Gulawati,Devli,1606,Gulaothi
Bijnaur,Kotwali,Munauwarpur Sed,1576,Kotwali
Bijnaur,Mau Pur Devmal,Mau 0 Pur Sujan,1577,Mohammedpur Deomal
Bijnaur,Haldaur,Jeetpura,1573,Haldaur(Khari Jhalu)
Bijnaur,Syohara,Mau Alipur Inayat,1571,Budhanpur Seohara
Bijnaur,Alhaipur,Teevadi,1574,Jalilpur
Jyotiba Phule Nagar,Amroha,Ebjabad,1834,Amroha
Jyotiba Phule Nagar,Amroha,Pajoon Sarai,1834,Amroha
Jyotiba Phule Nagar,Amroha,ZE,1834,Amroha
Jyotiba Phule Nagar,Amroha,Zeerkhi,1834,Amroha
Jyotiba Phule Nagar,Gajraula,Bhagwanpur Bhoond,1836,Gajraula
Jyotiba Phule Nagar,Gangeshwari,Shahjahanpur Dhola,1837,Gangeshwari
Jyotiba Phule Nagar,Joya,Guldia,1839,Joya
Muradabad,Bilari,Rajthal Mainthra,1998,Bilari
Muradabad,Bilari,Kurh Fatehgarh,1998,Bilari
Muradabad,Bilari,Atwa Chencheri,1998,Bilari
Muradabad,Bilari,Bhagatpoor Paheleee,1998,Bilari
Muradabad,Bilari,Reeth,1998,Bilari
Muradabad,Sambhal,Milkasiri,2005,Sambhal
Muradabad,Dilari,Dhakiya piru,2000,Dilari
Muradabad,Dilari,Dharuupur Fazalpur,2000,Dilari
Muradabad,Dingarpur (Kundarki),Peetpur Naiya Kheda,2001,Kundarki
Muradabad,Dingarpur (Kundarki),Chutupura Raywangla,2001,Kundarki
Muradabad,Bahjoi,Kanaiyta,1995,Bahjoi
Muradabad,Panwasa,Sa 0 Shou 0 Khalsa,2004,Panwasa
Muradabad,Panwasa,Sa 0 Sho 0 Munzabta,2004,Panwasa
Muradabad,Mudhaa Pandey,Ronda,2003,Munda Pandey
Muradabad,Mudhaa Pandey,Lala Tikar,2003,Munda Pandey
Muradabad,Asamoli,Dulhapurkhand Alias Dar,1994,Asmauli
Muradabad,Asamoli,Pura,1994,Asmauli
Muradabad,Asamoli,Gozni Milk,1994,Asmauli
Bareilly,Bhojipura,Milk Imamganj,1544,Bhojipura
Bareilly,Bahedi,Vuzhiya,1542,Baheri
Bareilly,Damkhoda,Ghatgwan,1547,Damkhauda
Bareilly,Bhuta,Vilaua,1545,Bhuta
Bareilly,Majhgawan,Vivani,1551,Majhgawan
Bareilly,Majhgawan,Wehta Janu,1551,Majhgawan
Pilibhit,Bisalpur,radhaita,2024,Bisalpur
Pilibhit,Bisalpur,Museli,2024,Bisalpur
Pilibhit,Bilsanda,Elabas Simra,2023,Bilsanda
Pilibhit,Marauri,Naavkund,2026,Marori
Pilibhit,Purnanpur,Kaderchowra,2027,Puranpur
Shahjahnapur,Daderol,Lalpur,2100,Dadrol
Shahjahnapur,Kant,Vahlolpoor,2104,Kanth
Shahjahnapur,Jaitipur,Awa,2101,Jaitipur
Shahjahnapur,Nigonhi,Nihgohi,2109,Nigohi
Budaun,Myau,Pipala,1590,Mion
Budaun,Islamnagar,N 0 A 0 Chichhaita,1587,Islamnagar
Budaun,Ujhani,DoodhWenegar,1596,Ujhani
Budaun,Salarpur,Mo 0 Pur Vihar,1594,Salarpur
Budaun,Gunnaur,Kuهرة,1586,Gunnaur
Budaun,Gunnaur,Kariya Khera,1586,Gunnaur
Budaun,Gunnaur,Samla Gunnor,1586,Gunnaur
Budaun,Gunnaur,Jarwar Shahpur,1586,Gunnaur
Budaun,Dahagawa,Koovari kamsahaye,1584,Dahgavan
Budaun,Dataganj,Noni Tikana,1585,Dataganj
Hathras,Sasni,Loh,1923,Sasni
Hathras,Mursan,Vichpuri Mathu,1921,Mursan
Hathras,Mursan,Wamoulee,1921,Mursan
Agra,Khandoli,Paisee,1396,Khandauli
Agra,Baroli Ahir,Tora,1389,Barauli Ahir
Agra,Jagner,Devri Jalalpur,1394,Jagner
Agra,Jagner,Gangabad,1394,Jagner
Agra,Fatehabad,Lohia Ujhawali,1392,Fatehabad
Agra,Fatehabad,Eidonahimaayunpur,1392,Fatehabad
Firozabad,Jasrana,Surel No. Kachi,1702,Jasrana
Firozabad,Eka,Ikuu,1699,Eka
Firozabad,Eka,Na Babn,1699,Eka
Firozabad,Aaraon,Mahi 0 Kairavali,1698,Araon
Firozabad,Aaraon,Mu 0 Husainpur Baijua,1698,Araon
Firozabad,Madanpur,Ruriya Swarupur,1703,Madanpur
Firozabad,Hathwant,Viltigarh,1701,Hathwant
Firozabad,Hathwant,No. Kos Majrabhamai,1701,Hathwant
Firozabad,Hathwant,n 0 Jat,1701,Hathwant
Firozabad,Shikohabad,Mu Nabada,1705,Shikohabad
Firozabad,Shikohabad,No. Bazadar,1705,Shikohabad
Firozabad,Shikohabad,MU Labhouaa,1705,Shikohabad
Firozabad,Tundla,Nn 0 Punnu,1706,Tundla
Mainpuri,Mainpuri,Mainpuri Dehat,1949,Mainpuri
Mainpuri,Mainpuri,Madhau Kheeja,1949,Mainpuri
Mainpuri,Ghiror,N 0 Rama,1944,Ghiror
Mainpuri,Kurawli,Isaimanzhpati,1948,Kuraoli
Mainpuri,Kurawli,Firozpur Aathpura,1948,Kuraoli
Mainpuri,Ahir,Uncha Islamabad,1946,Karhal
Mainpuri,Sultanganj,Jaili Jirolli,1950,Sultanganj
Mainpuri,Sultanganj,N 0 Semar,1950,Sultanganj
Mainpuri,Sultanganj,N 0 Mitkar,1950,Sultanganj
Mainpuri,Barnahal,N 0 Mandhata,1942,Barnahal
Mainpuri,Barnahal,MU Labhouaa,1942,Barnahal
Mainpuri,Barnahal,G Jain,1942,Barnahal
Mainpuri,Barnahal,Naurmaayi,1942,Barnahal
Kannauj,Kannauj,Ritukaala,1844,Kannauj
Kannauj,Saurkh,Dadona,1845,Saurikh
Kannauj,Haseran,Puraaray,1842,Haseran
Itawah,Chakarnagar,Neemri,1663,Chakarnagar
Itawah,Jaswantnagar,N 0 Taur,1664,Jaswantnagar
Itawah,Jaswantnagar,Mu 0 Pu 0 Jasohan,1664,Jaswantnagar
Itawah,Bharathana,Phoolpur Karwa,1662,Bharthana
Itawah,Badh. Pura,Fufhai,1660,Barhpura
Itawah,Basrehar,Riitaulii,1661,Basrehar
Auraiya,Sahar,Aouro,1448,Sahar
Auraiya,Bhagyanagar,Vaveena,1445,Bhagyanagar
Kanpur Nagar,Sarasaul,Bowser,1865,Sarsol
Kanpur Nagar,Shivrajpur,Dilipnagar,1866,Shivrajpur
Kanpur Nagar,Chaubepur,Kewana,1860,Chaubeypur
Jalaun,Dakor,Shivdhi,1796,Dakore
Jalaun,Mahewa,Gudha khas Mu 0,1802,Maheva
Jalaun,Kuthound,Oomri Mu 0,1800,Kuthaund
Jalaun,Madhogarh,Siloova,1801,Madhogarh
Jalaun,Madhogarh,Meegni,1801,Madhogarh
Jalaun,Jalaun,Akodhee Dubey,1797,Jalaun
Lalitpur,Talbehat,Meow,1910,Talbehat
Jhanshi,Chirgaon,Chiragaanv Dehaata,1830,Chirgaon
Jhanshi,Badagaon,Khisni Khurd,1827,Badagaon
Mahoba,Panwadi,.,1941,Panwari
Hamirpur,Sumerpur,Kuchachha,1776,Sumerpur
Hamirpur,Sumerpur,Book,1776,Sumerpur
Banda,Narani,Neebee,1523,Naraini
Banda,Narani,Moody,1523,Naraini
Banda,Kamasin,Sunehla,1521,Kamasin
Banda,Bissanda,Intwa,1519,Bisanda
Chitrakoot,Mau,Neebee,1626,Mau
Chitrakoot,Mau,Viyaval,1626,Mau
Chitrakoot,Ramnagar,Suhail,1628,Ramnagar
Chitrakoot,Ramnagar,Abhet,1628,Ramnagar
Chitrakoot,Ramnagar,Le Parako,1628,Ramnagar
Chitrakoot,Ramnagar,Deineu,1628,Ramnagar
Fatehpur,Haswa,TC,1692,Haswa
Fatehpur,Devmai,Ibrahimur Tanda,1690,Devmai
Fatehpur,Dhata,Bhoola,1691,Dhata
Fatehpur,Asothar,Premmau Katra,1687,Asothar
Fatehpur,Vijayipur,Chachida,1697,Vijayipur
Fatehpur,Airayan,Sujarhi,1685,Airayan
Kaushambi,Kara,Nasirpur Faridganj,1869,Kara
Kaushambi,Kara,Chakchamarupur Daranagar,1869,Kara
Kaushambi,Kara,Sultanganj Khawajakad,1869,Kara
Kaushambi,NEWADA,Ghanshyamnagar Urf Has,1873,Nevada
Kaushambi,NEWADA,Sevada,1873,Nevada
Kaushambi,Chayal,Shaanaabi,1868,Chail
Kaushambi,Sarsawa,Eli alias Vaksipana,1874,Sarsawan
Kaushambi,Sarsawa,Paschim Shirira,1874,Sarsawan
Kaushambi,Manjhanpur,Bhelkha,1871,Manjhanpur
Kaushambi,Manjhanpur,Osa,1871,Manjhanpur
Kaushambi,Muratganj,Mittuwapur Baraislempur,1872,Mooratganj
Kaushambi,Muratganj,Mo 0 Pur Aswan,1872,Mooratganj
Kaushambi,Muratganj,Gramin Bharwari,1872,Mooratganj
Kaushambi,Muratganj,Chakmah Pandemau,1872,Mooratganj
Kaushambi,Muratganj,Berowa,1872,Mooratganj
Kaushambi,Muratganj,chlu Kaju,1872,Mooratganj
Kaushambi,Sirathu,Chamandha,1875,Sirathu
Kaushambi,Sirathu,TīkarḌīh,1875,Sirathu
Kaushambi,Sirathu,Badesar,1875,Sirathu
Kaushambi,Sirathu,Hajipurpatouna,1875,Sirathu
Kaushambi,Sirathu,Mo 0 Pur Painsa,1875,Sirathu
Kaushambi,Sirathu,Vamboopur,1875,Sirathu
Allahabad,Uruwa,Bedodi,1432,Uruwan
Allahabad,Baharia,Chak Kashiram,1414,Bahria
Allahabad,Baharia,Kumhauna,1414,Bahria
Allahabad,Koraon,Neebee,1423,Koraon
Allahabad,Jasra,Gees,1419,Jasra
Allahabad,Bahadurpur,Sherdih,1413,Bahadurpur
Allahabad,Bahadurpur,Malawa Buzurg,1413,Bahadurpur
Allahabad,Bahadurpur,Gauntawa,1413,Bahadurpur
Allahabad,Bahadurpur,Havelia,1413,Bahadurpur
Allahabad,Bahadurpur,Jhunsi Kohna,1413,Bahadurpur
Allahabad,Bahadurpur,Pure Suradas,1413,Bahadurpur
Allahabad,Saidabad,Khaptiha,1429,Saidabad
Allahabad,Saidabad,Beeda,1429,Saidabad
Allahabad,Karachna,Neebee,1420,Karchhana
Allahabad,Karachna,Maneya,1420,Karchhana
Allahabad,Mau Aima,T ० T ० Abdulpur,1425,Mauaima
Allahabad,Kaudihar,Hathigahan,1422,Kaurihar
Allahabad,Kaudihar,Uldeh,1422,Kaurihar
Allahabad,Kaudihar,Kudha,1422,Kaurihar
Allahabad,Kaudihar,Lai,1422,Kaurihar
Allahabad,Kaudihar,Raghuvanshpur Rerua,1422,Kaurihar
Allahabad,Kaudihar,Samhai,1422,Kaurihar
Allahabad,Kaudihar,Fatehpur Kayasthaan,1422,Kaurihar
Allahabad,Kaudihar,Gariyawa,1422,Kaurihar
Allahabad,Kaudihar,Mohrab,1422,Kaurihar
Allahabad,Kaudihar,Nasir Pur Dargahi,1422,Kaurihar
Allahabad,Kaudihar,Piperaudh,1422,Kaurihar
Allahabad,Kaudihar,Khanderoli,1422,Kaurihar
Allahabad,Kaudihar,Mansurabad,1422,Kaurihar
Allahabad,Kaudihar,Ibrahimppur,1422,Kaurihar
Allahabad,Kaudihar,Munauwarpur,1422,Kaurihar
Allahabad,Kaudihar,Malakwalau,1422,Kaurihar
Allahabad,Kaudihar,Mo 0 Pur Hathiganj,1422,Kaurihar
Allahabad,Kaudihar,Malakharhar,1422,Kaurihar
Allahabad,Kaudihar,Kadipur Ta O Bisoun,1422,Kaurihar
Allahabad,Kaudihar,Kuswan,1422,Kaurihar
Allahabad,Kaudihar,Katuhula Gausa pur,1422,Kaurihar
Allahabad,Kaudihar,Govindpur Tewara,1422,Kaurihar
Allahabad,Kaudihar,Chandrabhanpur,1422,Kaurihar
Allahabad,Kaudihar,Chillamjuffta,1422,Kaurihar
Allahabad,Kaudihar,Janaka,1422,Kaurihar
Allahabad,Kaudihar,Jhalwa,1422,Kaurihar
Allahabad,Kaudihar,Bamhrouli,1422,Kaurihar
Allahabad,Kaudihar,Bhairetha,1422,Kaurihar
Allahabad,Kaudihar,Bhikhpur Medwara,1422,Kaurihar
Allahabad,Kaudihar,Bhiti Ta 0 Asadullapur,1422,Kaurihar
Allahabad,Kaudihar,Mohiuddinpur Barethi,1422,Kaurihar
Allahabad,Kaudihar,Rahimabad,1422,Kaurihar
Allahabad,Kaudihar,Hatwa,1422,Kaurihar
Allahabad,Kaudihar,Ujaini Gopalpur,1422,Kaurihar
Allahabad,Kaudihar,Asrawe Khurd,1422,Kaurihar
Allahabad,Kaudihar,Asrawe Kalan,1422,Kaurihar
Allahabad,Kaudihar,Ujihini Aima,1422,Kaurihar
Allahabad,Sorav,Malak Chaturi,1431,Soraon
Allahabad,Sorav,Malak Choudhary,1431,Soraon
Allahabad,Sorav,Gohri,1431,Soraon
Allahabad,Manda,Very,1424,Manda
Allahabad,Manda,Pipiri,1424,Manda
Allahabad,Manda,Vamanihethar,1424,Manda
Allahabad,Phoolpur,Chakafaradh,1427,Phulpur
Allahabad,Phoolpur,Aмилия,1427,Phulpur
Allahabad,Phoolpur,Reni,1427,Phulpur
Allahabad,Phoolpur,Saraysheshpeer,1427,Phulpur
Allahabad,Phoolpur,Balkaranpoor,1427,Phulpur
Allahabad,Phoolpur,Jagdevpur Barethi,1427,Phulpur
Allahabad,Phoolpur,Umrimay Tatehra,1427,Phulpur
Allahabad,Phoolpur,Chilonda,1427,Phulpur
Allahabad,Phoolpur,Baroh,1427,Phulpur
Allahabad,Phoolpur,Parwezawad,1427,Phulpur
Allahabad,Shankaragarh,Neebee,1430,Shankargarh
Allahabad,Chaka,Dabhawan,1415,Chaka
Allahabad,Chaka,Danddii,1415,Chaka
Allahabad,Chaka,Mohabbatganj,1415,Chaka
Allahabad,Chaka,Tignauta,1415,Chaka
Allahabad,Chaka,Mahewa Pashchim Patti,1415,Chaka
Allahabad,Chaka,Dhanuha,1415,Chaka
Allahabad,Chaka,Wasawar,1415,Chaka
Allahabad,Chaka,Chakgareeb das,1415,Chaka
Allahabad,Chaka,Mardauka,1415,Chaka
Allahabad,Chaka,Aмилия,1415,Chaka
Allahabad,Chaka,Devari,1415,Chaka
Allahabad,Chaka,Nivi Ta 0 Khurd,1415,Chaka
Allahabad,Chaka,Masika,1415,Chaka
Allahabad,Chaka,Lawayan Khurd,1415,Chaka
Allahabad,Chaka,Newada Samogar,1415,Chaka
Allahabad,Chaka,Lawayan Kalan,1415,Chaka
Allahabad,Chaka,Sarwa Kala,1415,Chaka
Allahabad,Chaka,Tenduawan,1415,Chaka
Allahabad,Chaka,Mahuari,1415,Chaka
Allahabad,Chaka,Naini Ta O Naini  Dadri,1415,Chaka
Allahabad,Chaka,Dadri Ta O Naini Dadri,1415,Chaka
Allahabad,Chaka,Devarakh,1415,Chaka
Allahabad,Holagarh,Jagdishpur Masani,1418,Holagarh
Allahabad,Holagarh,S 0 Ta 0 Shahapur,1418,Holagarh
Allahabad,Holagarh,Seranwa,1418,Holagarh
Allahabad,Holagarh,Beraava,1418,Holagarh
Pratapgarh,Mandhaata,Chatouna,2038,Mandhata
Pratapgarh,Mandhaata,Lilauli,2038,Mandhata
Pratapgarh,Sadar,Purai-ishwarnath,2040,Pratapgarh (Sadar)
Pratapgarh,Sadar,Taaooṅgaa,2040,Pratapgarh (Sadar)
Pratapgarh,Sadar,Sipahmaheri,2040,Pratapgarh (Sadar)
Pratapgarh,Sadar,Purnapurptakhan,2040,Pratapgarh (Sadar)
Pratapgarh,Sadar,Ranjitpur Chilbi,2040,Pratapgarh (Sadar)
Pratapgarh,Kalakankar,Badgo,2033,Kalakankar
Pratapgarh,Sandwaa Chandrika,Kota Nevdia,2042,Sandwa Chandrika
Pratapgarh,Sandwaa Chandrika,Shukulpur,2042,Sandwa Chandrika
Pratapgarh,Sandwaa Chandrika,Antu Dehat,2042,Sandwa Chandrika
Pratapgarh,Lalganj,Khanapatti,2036,Lalganj
Pratapgarh,Lalganj,Salem Bhadari,2036,Lalganj
Pratapgarh,Lalganj,Gaukhadi,2036,Lalganj
Pratapgarh,Lalganj,Khalsa Sadat,2036,Lalganj
Pratapgarh,Bihar,Sabalgarh,2031,Bihar
Pratapgarh,Bihar,Shekhpur chauraas,2031,Bihar
